캠핑장명,운영기관,관리기관,업종,주소,주요시설,화장실(개),샤워실(개),반려동물_동반여부,전화번호,예약페이지,대표사진,데크사이트,파쇄석사이트,카라반사이트,시도,시군구,경도,위도
낭만캠핑장,민간,직영,일반야영장,경기 양평군 서종면 배치골길 99,"전기,무선인터넷,장작판매,온수",0,0,불가능,,,https://gocamping.or.kr/upload/camp/101090/thumb/thumb_720_3638sC8g8IyN8DbxVgKW3ZAW.jpg,1,0,0,경기도,양평군,127.4301733,37.6552473
낭만팩토리,민간,직영,자동차야영장,경기 평택시 안중읍 안중북로 185-84,"전기,장작판매,온수,놀이터,산책로,운동시설",2,2,가능(소형견),010-3845-3478,https://www.camfit.co.kr/camp/638d58a9d05094001e295a79,https://gocamping.or.kr/upload/camp/100679/thumb/thumb_720_5497C3Xh7N8Pw4VHqvXNPzic.jpg,15,0,0,경기도,평택시,126.9112047,37.0064970
낭성 캠핑장,민간,직영,일반야영장,충북 청주시 상당구 낭성면 호정전하울길 99-50,"전기,무선인터넷,장작판매,물놀이장,운동시설,마트.편의점",2,2,가능,0507-1374-6258,https://camfit.co.kr/camp/646d7817f0e72c001e2bff5b,https://gocamping.or.kr/upload/camp/100730/thumb/thumb_720_7262INHkQxZdvsLKZ4zjhmkd.jpg,6,5,12,충청북도,청주시,127.6059369,36.6136771
내공리700,민간,직영,일반야영장,경남 산청군 시천면 지리산대로 1440-16,"온수,마트.편의점",2,2,불가능,,,https://gocamping.or.kr/upload/camp/101272/thumb/thumb_720_4893z5U2RSPdxKPMB9PKMDID.jpg,0,0,0,경상남도,산청군,127.8107197,35.2404778
내리 솔밭 캠핑장,민간,직영,일반야영장,강원특별자치도 영월군 김삿갓면 내리계곡로 1006-18,"전기,무선인터넷,장작판매,온수,트렘폴린",2,2,불가능,033-378-0180,,,10,0,0,강원도,영월군,128.683169938677,37.1013498037306
내리 캠핑장,지자체,위탁,일반야영장,경기 평택시 팽성읍 내리길 64-23,"전기,무선인터넷,장작판매,온수,놀이터,운동시설",2,2,불가능,031-618-8446,,https://gocamping.or.kr/upload/camp/7830/thumb/thumb_720_53281IKNeinY3w30MtpuwV64.jpg,22,0,0,경기도,평택시,127.032559225259,36.9752549538789
내리계곡 솔바람 캠핑장,민간,직영,일반야영장,강원특별자치도 영월군 김삿갓면 내리계곡로 1039-14,"전기,무선인터넷,장작판매,온수,트렘폴린,운동시설",0,0,가능,033-378-0180,,https://gocamping.or.kr/upload/camp/7543/thumb/thumb_720_9430pRry9glo9oCARtX9S1ss.jpg,0,0,0,강원특별자치도,영월군,128.682073206908,37.1024210255165
내리계곡 솔밭캠핑장,민간,직영,일반야영장,강원특별자치도 영월군 김삿갓면 내리계곡로 1039-18,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,마트.편의점",0,0,불가능,033-378-0180,,https://gocamping.or.kr/upload/camp/7385/thumb/thumb_720_8974KCEyMqLLm299OJVf5aO8.jpg,0,0,0,강원특별자치도,영월군,128.682775428121,37.1022071721775
내린천 글램핑,민간,직영,글램핑,강원 인제군 인제읍 내린천로 6184,"전기,무선인터넷,온수,물놀이장,운동시설",0,0,가능(소형견),,,https://gocamping.or.kr/upload/camp/100568/thumb/thumb_720_9513Pgitrju1X36Kap1cteSZ.jpg,0,0,0,강원도,인제군,128.2097380,38.0421569
내린천 주말농장,민간,직영,자동차야영장,강원도 인제군 상남면 내린천로 3041,,0,0,불가능,033-462-4570,,https://gocamping.or.kr/upload/camp/582/thumb/thumb_720_4313r6JqRYC1LGKIEJQgMFOT.jpg,0,0,0,강원도,인제군,128.27542520774,37.9007172742824
내소힐링캠프,민간,직영,일반야영장,전북특별자치도 부안군 석포리 314-3,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동시설,마트.편의점",1,2,가능(소형견),,https://xn--or3bi6l41bh8kz2i.kr/bbs/board.php?bo_table=yp_booking07,https://gocamping.or.kr/upload/camp/7124/thumb/thumb_720_9444h0aIuDwq9d8DNF8som8P.jpg,0,0,0,전라북도,부안군,126.582366271517,35.6101781896942
내안에 쉼 캠핑파크,민간,직영,일반야영장,강원특별자치도 춘천시 동면 가락재로 1325,"전기,온수,트렘폴린,물놀이장,놀이터,산책로,운동장,덤프스테이션",0,0,불가능,033-241-9772,https://www.camfit.co.kr/camp/67e35388456e89001d3d2485,https://gocamping.or.kr/upload/camp/101651/thumb/thumb_720_77198UIGAup5E7t1H3Kxl4wF.jpg,0,0,0,강원특별자치도,춘천시,127.84966358467,37.8629073104704
내안의 숲,민간,직영,일반야영장,충남 부여군 옥산면 차동로30번길 30-42,"전기,장작판매,온수,물놀이장,놀이터,운동시설",2,2,불가능,,http://cafe.naver.com/gyeback,https://gocamping.or.kr/upload/camp/588/thumb/thumb_720_91940ddDQxPpVhd6PtPLMjHn.jpg,0,0,0,충청남도,부여군,126.746267594525,36.1851728419082
내안의 숲속야영장,민간,직영,일반야영장,충청남도 부여군 옥산면 차동로30번길 30-43,,0,0,,,,,0,0,0,충청남도,부여군,126.74553525519,36.1851587607372
내원야영장,국립,직영,자동차야영장,경상남도 산청군 삼장면 대포리 산 106-2 ,"전기,무선인터넷",0,0,불가능,055-972-7775,http://reservation.knps.or.kr,https://gocamping.or.kr/upload/camp/590/thumb/thumb_720_69989AZ34l0U8LPxNGsWRGBe.jpg,32,11,5,경상남도,산청군,127.812455486326,35.2967791924206
내장산국립공원 내장야영장,국립공원,직영,일반야영장,전라북도 정읍시 내장동 내장산로 800(내장동 92-2),전기,1,1,불가능,063-538-7886,https://reservation.knps.or.kr/main.action,https://gocamping.or.kr/upload/camp/591/thumb/thumb_720_3270h1ZTRnluFfurX4EiA708.jpg,69,0,0,전라북도,정읍시,126.917859279601,35.4985753397397
내장산국립공원 내장호야영장,국립공원,직영,"자동차야영장,글램핑",전북특별자치도 정읍시 내장호반로 276 (내장동),"전기,온수,물놀이장,산책로,운동장,마트.편의점",2,1,불가능,0507-1373-7875,https://reservation.knps.or.kr/,https://gocamping.or.kr/upload/camp/101153/thumb/thumb_720_2068xaDLGfgqT8SlfboShyfS.jpg,38,0,0,전북특별자치도,정읍시,126.905860297043,35.5074546430697
내포레글램핑캠핑장,민간,직영,자동차야영장,"충청남도 홍성군 홍북읍 홍북로 626, 내포캠핑장",,0,0,,,,,0,0,0,충청남도,홍성군,126.703514470766,36.6616790876268
내포캠핑스퀘어,민간,직영,자동차야영장,충남 홍성군 홍북읍 용봉산1길 15,"전기,무선인터넷,장작판매,온수,마트.편의점",34,34,가능(소형견),041-634-9977,https://camfit.co.kr,https://gocamping.or.kr/upload/camp/101416/thumb/thumb_720_9418XyyIwSK9waioNoMUHIlH.jpg,0,0,0,충청남도,홍성군,126.661849,36.6439190
내포캠핑스퀘어2,,직영,자동차야영장,충청남도 홍성군 홍북읍 용봉산1길 25-1,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,마트.편의점",0,0,가능(소형견),050-7976-4644,https://www.camfit.co.kr/camp/6673e179703006001e1058fc,https://gocamping.or.kr/upload/camp/101709/thumb/thumb_720_6661iOHldIIdncQblYTm3NVO.png,4,29,4,충청남도,홍성군,126.660321123386,36.6439225730261
너른뜰캠핑장,민간,직영,일반야영장,충남 부여군 세도면 대흥로 163,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,운동시설",11,11,가능,041-833-1253,https://www.camfit.co.kr/camp/6571f762c53dd3001e0fd1fb,https://gocamping.or.kr/upload/camp/101183/thumb/thumb_720_7769KMjKnSuN5G6umGgImjui.jpg,6,0,0,충청남도,부여군,126.9456531,36.1853984
너아라 캠핑장,민간,직영,일반야영장,인천 옹진군 영흥면 영흥서로 238,,0,0,가능,,,https://gocamping.or.kr/upload/camp/101519/thumb/thumb_720_8465ET63PhQRZ73dVrtIXrV6.jpeg,0,0,0,인천광역시,옹진군,126.477194233209,37.275360505385
너와나 야영장,민간,직영,자동차야영장,강원 영월군 무릉도원면 백년계곡길 193,"전기,무선인터넷",1,1,불가능,,,https://gocamping.or.kr/upload/camp/596/thumb/thumb_720_1357SVCIIJ9GVMbfiRHac8jL.jpg,20,0,0,강원도,영월군,128.2706209,37.381619
너와두리농촌캠핑장,민간,직영,일반야영장,"충청북도 옥천군 청성면 한두레로 387, 한두레권역","전기,장작판매,온수,물놀이장,놀이터,산책로,운동시설",3,3,불가능,043-733-7620,http://www.huiln.com/?r=home&m=camp&themacode=5&mode=view&campcode=12,https://gocamping.or.kr/upload/camp/597/thumb/thumb_720_7927quLrSYhPDzDtBsNuUXdk.jpg,13,15,30,충청북도,옥천군,127.7287446,36.325784
너우리 캠핑농원,,직영,일반야영장,경기도 포천시 관인면 숯골길 284,"전기,무선인터넷,장작판매,온수,산책로,마트.편의점",4,2,가능(소형견),0507-1391-3243,https://camfit.co.kr/camp/6819b882f2cc84001dc1b759,https://gocamping.or.kr/upload/camp/101741/thumb/thumb_720_6366AOgwckylPFxh5tKxpN9k.png,10,28,0,경기도,포천시,127.255779445591,38.1335606579509
네스트캠핑장,민간,직영,일반야영장,경기도 가평군 북면 화악산로 943-50,"전기,장작판매,온수,산책로,마트.편의점",4,8,가능(소형견),010-3889-0443,http://www.camfit.co.kr/camp/6409a1065664d7001e06c7de,https://gocamping.or.kr/upload/camp/7125/thumb/thumb_720_5615Yx2qVGQT8dYA4Vsqj4LJ.jpeg,0,0,0,경기도,가평군,127.541317461572,37.9362787859454
네츄럴밸리 풀램핑 4계절온수풀,민간,직영,글램핑,경기도 가평군 상면 임초밤안골로 137,"전기,무선인터넷,장작판매,온수,물놀이장,마트.편의점",1,1,가능(소형견),010-4055-4880,네이버 (https://naver.me/xxYVUbSM),https://gocamping.or.kr/upload/camp/101594/thumb/thumb_720_4525F8WPRY7qPHjn3mLgeFqM.jpg,0,0,0,경기도,가평군,127.371893878239,37.7570261355815
노각나무숲 캠핑장,민간,직영,일반야영장,전남광주통합특별시 장흥군 유치면 피재로 240-109,"전기,무선인터넷,장작판매,온수,물놀이장,마트.편의점",2,2,가능,010-5362-6587,,,0,0,0,전남광주통합특별시,장흥군,126.909774548622,34.7850337916365
노꼬담꼬,민간,직영,"일반야영장,글램핑",경북 경주시 산내면 감존길 390-65,"전기,무선인터넷,장작판매,온수,놀이터",4,4,가능(소형견),,https://www.ddnayo.com/RsvSys/Calendar.aspx?id_hotel=7256&sslcvt=1,https://gocamping.or.kr/upload/camp/601/thumb/thumb_720_9778tRicWQRRtX8qdvoRH44J.jpg,7,10,0,경상북도,경주시,129.053227176137,35.8231278237396
노르딕 글램핑,민간,직영,일반야영장,경기도 여주시 흥천면 흥천로 8-18,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,산책로,마트.편의점",14,14,불가능,,https://map.naver.com/p/entry/place/1528154068,,5,11,0,경기도,여주시,127.557279551682,37.3007047350765
노르딕 민박,민간,직영,카라반,충북 충주시 중앙탑면 반천안길 55,"전기,무선인터넷,온수,물놀이장,놀이터,산책로",3,3,불가능,0507-1498-6697,https://map.naver.com/p/entry/place/36886815?placePath=%2Froom http://xn--o80bo2e5xe56j8xx.kr/booking/write?bo_table=booking,https://gocamping.or.kr/upload/camp/604/thumb/thumb_720_2554FkOjriymVU6RRQb2HJyT.jpg,3,0,0,충청북도,,127.8566003,37.0382746
노리터 키즈 캠핑장,민간,직영,자동차야영장,충북 청주시 상당구 낭성면 산성로 845,"전기,무선인터넷,온수,트렘폴린,물놀이장,산책로,운동시설,마트.편의점",4,4,가능,0507-1306-0604,https://camfit.co.kr/camp/63158a808ee7aa001e3bd5f6,https://gocamping.or.kr/upload/camp/100597/thumb/thumb_720_23150F9wyL7oLN7jwusfZbeS.jpg,45,1,1,충청북도,청주시,127.5631131,36.6440067
노문 야영장,민간,직영,일반야영장,경기 양평군 서종면 갈문길 22-17,"전기,장작판매",0,0,가능(소형견),,,https://gocamping.or.kr/upload/camp/100136/thumb/thumb_720_6726T7eQPJATMziYaptf8REV.jpg,10,13,0,경기도,양평군,127.4336945,37.6462611
노블글램핑,민간,직영,"카라반,글램핑",경기 포천시 군내면 청군로 2800,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,운동시설",0,0,가능,031-536-3655,https://naver.me/FHYv6uzx,https://gocamping.or.kr/upload/camp/100913/thumb/thumb_720_39239yZFq4RhyulAeaNX0m2F.jpg,0,0,0,경기도,포천시,127.251061,37.8655763
노블레스 글렘핑 카라반,민간,직영,"카라반,글램핑",강원 철원군 근남면 하오재로 991,"전기,무선인터넷,장작판매,온수,물놀이장,운동시설",0,0,가능,,,https://gocamping.or.kr/upload/camp/100523/thumb/thumb_720_3761HKHB2n71qWJHPEasY3wK.jpg,0,0,0,강원도,철원군,127.4620960,38.1557117
노산팔경 캠핑장,민간,직영,"자동차야영장,카라반",경기 양평군 서종면 노문길 42,"전기,무선인터넷,장작판매,온수",5,10,불가능,010-5556-2654,http://cmng.camperstory.com/?1779,https://gocamping.or.kr/upload/camp/7760/thumb/thumb_720_6212BqMrJn7PF3Yi73J8oTfn.jpg,0,0,0,경기도,양평군,127.4272842,37.6360636
노섬브리아 야영장,민간,직영,자동차야영장,강원 횡성군 둔내면 청태산로154번길 220-40,"전기,무선인터넷,장작판매",0,0,불가능,,,https://gocamping.or.kr/upload/camp/100724/thumb/thumb_720_6953QvhV6cXE7GXHu5nbUmRm.jpg,4,4,0,강원도,횡성군,128.2575596,37.5087582
노아오토캠핑장,민간,직영,자동차야영장,충남 금산군 제원면 금강로 626,"전기,무선인터넷,장작판매,온수,마트.편의점",2,2,가능,041-450-8289,,,2,6,3,충청남도,금산군,127.595297282726,36.1137633555355
노을글램핑장,민간,직영,일반야영장,경기 파주시 탄현면 새오리로 167-19,,0,0,,,,,0,0,0,경기도,파주시,126.685359111706,37.7999824563416
노을빛바다 캠핑장,민간,직영,일반야영장,충남 서산시 팔봉면 호리영살길 121,"전기,무선인터넷,장작판매,온수,산책로,운동장,마트.편의점",4,6,불가능,041-666-2433,https://www.camfit.co.kr/camp/641d021ec253fb001ed69526,https://gocamping.or.kr/upload/camp/100825/thumb/thumb_720_2145SHVkRfJ8UYRHPZMkdUo2.png,0,0,0,충청남도,서산시,126.3260561,36.8518642
노을빛바다 캠핑장B,민간,직영,일반야영장,충남 서산시 팔봉면 호리영살길 121,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,산책로,마트.편의점",15,16,불가능,041-666-2433,,https://gocamping.or.kr/upload/camp/101393/thumb/thumb_720_4217jiFTyNLPIUY6Ri5RjgaB.jpg,0,0,0,충청남도,서산시,126.3267094,36.8526183
노을빛바다애글램핑,민간,직영,"일반야영장,글램핑",인천광역시 강화군 화도면 장화리 474 ,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터",2,2,가능,,,https://gocamping.or.kr/upload/camp/1205/thumb/thumb_720_2513Vid0rHegUe65EwKdnzp9.jpg,14,0,0,인천광역시,강화군,126.376510037593,37.6213658245138
노을숲캠핑장,민간,직영,일반야영장,전북 부안군 변산면 격포로 453-49,"전기,무선인터넷,장작판매,온수,물놀이장,운동시설",2,2,불가능,010-4813-0675,https://www.camfit.co.kr/camp/62da03990cf909001f73705e,https://gocamping.or.kr/upload/camp/100473/thumb/thumb_720_7462gbp4SUjUBU1jl3I9LNcU.jpg,10,6,9,전라북도,부안군,126.4876383,35.6064092
노을캠핑장,민간,직영,일반야영장,경남 통영시 평인일주로 327 (인평동),"전기,무선인터넷,온수",0,0,불가능,,,https://gocamping.or.kr/upload/camp/100836/thumb/thumb_720_1171DFwdnhs5B1coFEInJYE4.jpg,0,0,0,경상남도,통영시,128.3740460,34.8485279
녹고뫼캠핑장 관광농원,민간,직영,"일반야영장,자동차야영장,글램핑",제주특별자치도 제주시 애월읍 유수암평화10길 175-78,"전기,장작판매,트렘폴린,물놀이장,산책로,운동시설,마트.편의점",0,0,가능(소형견),,,https://gocamping.or.kr/upload/camp/100422/thumb/thumb_720_0341BJTW1i99fIHjD8Aw6hU7.jpg,0,0,0,제주특별자치도,제주시,126.4185384,33.4131549
녹색 오토캠핑장,민간,직영,일반야영장,경상북도 문경시 가은읍 대야로 1560 ,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동시설",2,2,불가능,010-9859-8693,https://www.camfit.co.kr/camp/62b912cbfc53f7001f2ae1b2,https://gocamping.or.kr/upload/camp/615/thumb/thumb_720_3068nUvskWk7ChzB2L9E5MoS.jpg,30,0,0,경상북도,문경시,127.9867937,36.6701762
녹수원글램핑,민간,직영,"일반야영장,글램핑",충청남도 공주시 유구읍 덕곡리 15-2,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동시설",2,2,불가능,041-841-6417,http://www.xn--bj0bw9dz1gl4luwfumy.kr/,https://gocamping.or.kr/upload/camp/616/thumb/thumb_720_7532k5HTf1IL9cHiiqWkF16A.jpg,0,0,0,충청남도,공주시,126.9694092,36.628369
논논캠프,민간,직영,글램핑,경북 칠곡군 가산면 학하들안3길 36,"전기,무선인터넷,온수,운동시설,마트.편의점",2,2,가능(소형견),0507-1379-0172,https://m.booking.naver.com/booking/12/bizes/775350?theme=place,https://gocamping.or.kr/upload/camp/100560/thumb/thumb_720_04128OIp1kemjJyfHtrvw1H7.jpg,0,0,0,경상북도,칠곡군,128.4903101,36.0948795
논산 탑정호글램핑,민간,직영,일반야영장,충청남도 논산시 가야곡면 종연리 238-7,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동장",1,1,가능(소형견),,https://nonsancamping.modoo.at/?link=gno8mugj,https://gocamping.or.kr/upload/camp/619/thumb/thumb_720_6694aD2Zh2i5vC4S3fl2Sev2.jpg,0,0,0,충청남도,논산시,127.1537943,36.1751734
논산숲글램핑야영장,민간,직영,일반야영장,충남 논산시 가야곡면 원앙로 1049-11,,0,0,,,,,0,0,0,충청남도,논산시,127.13513254666,36.1669486823231
놀자캠핑,민간,직영,일반야영장,충남 공주시 사곡면 해월길 60-13,,0,0,불가능,010-2305-6011,,,0,0,0,충청남도,공주시,127.011994834253,36.5145001587006
놀터캠핑장,민간,직영,자동차야영장,경남 고성군 동해면 외산로 353,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설",1,1,불가능,010-2578-1359,,https://gocamping.or.kr/upload/camp/6756/thumb/thumb_720_5570VUa5SV2vIEOXz0rnuAGR.jpg,17,5,3,경상남도,고성군,128.449956980768,35.070157675898
농다리캠핑장,민간,직영,자동차야영장,충북 진천군 문백면 평산3길 35,"전기,무선인터넷,장작판매,온수,산책로,마트.편의점",4,8,불가능,010-7243-7358,,https://gocamping.or.kr/upload/camp/101667/thumb/thumb_720_2964vVl7YQxKhtgYOC6NVqIk.jpg,22,3,0,충청북도,진천군,127.476548463983,36.81863426048
농소글램핑야영장,,직영,일반야영장,경상남도 거제시 장목면 농소길 20-99,,0,0,,,,,0,0,0,경상남도,거제시,128.69837173792,35.0227167255757
농소막,,직영,일반야영장,충청북도 괴산군 청천면 도경로후영4길 12,,0,0,,,,,0,0,0,충청북도,괴산군,127.803573679193,36.694991905659
농업회사법인 (주)탑그린,,직영,일반야영장,경기도 용인시 처인구 양지읍 교동로18번길 86,,0,0,,,,,0,0,0,경기도,용인시,127.283560220942,37.2434780457923
농업회사법인 산뜨락맑은물,민간,직영,일반야영장,충청북도 괴산군 괴산읍 제월리 289 ,,0,0,,,,,0,0,0,충청북도,괴산군,127.828908129007,36.8220250275926
농업회사법인 시즌온 주식회사,민간,직영,"일반야영장,자동차야영장",경기 파주시 적성면 윗배우니길 441-127,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,운동시설",0,0,가능,,,https://gocamping.or.kr/upload/camp/101049/thumb/thumb_720_5344TEgMR7Aoh3ojruSNLAGh.jpg,30,0,0,경기도,파주시,126.9626724,37.9620611
농업회사법인 유한회사 여산보리수,민간,직영,일반야영장,전북특별자치도 익산시 여산면 천호로 103-55,,0,0,,063-833-5675,,,0,0,0,전라북도,익산시,127.103741905838,36.0385492417687
농월정오토캠핑장,국민여가,위탁,자동차야영장,경남 함양군 안의면 농월정길 9-35,"전기,무선인터넷,장작판매,온수,놀이터",2,2,불가능,010-4593-5525,https://m.thankqcamping.com/resv/view.hbb?cseq=2120&go_main=Y&path=%EA%BC%90,https://gocamping.or.kr/upload/camp/632/thumb/thumb_720_20596k99157p5YefMKMETKkU.jpg,20,7,0,경상남도,함양군,127.781556860939,35.6246419346969
농촌효테마공원,민간,위탁,일반야영장,경상북도 의성군 단밀면 도안로 1624-5,"전기,장작판매,온수,산책로,운동장,운동시설,마트.편의점,덤프스테이션",3,1,불가능,070-8835-1587,,https://gocamping.or.kr/upload/camp/102176/thumb/thumb_720_3248JYEW644ZrJJZA2e8Xzqc.png,0,0,0,경상북도,의성군,128.379239380874,36.3703504439226
높은달캠핑장,민간,직영,일반야영장,충청북도 제천시 백운면 애련로10길 19,"전기,장작판매,온수,트렘폴린,물놀이장,놀이터,마트.편의점",8,8,가능,0507-0265-0783,https://www.camfit.co.kr/camp/69df99f6adf2ae001dfb26be,,5,5,9,충청북도,제천시,128.057818216445,37.0996733523393
누리별 캠핑장,민간,직영,일반야영장,경북 김천시 부항면 부항로 1087-12,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,운동장,운동시설,마트.편의점",2,2,가능,0507-1365-7407,https://www.camfit.co.kr/camp/62468c772943c9001e50105a,https://gocamping.or.kr/upload/camp/100314/thumb/thumb_720_5110Z4MG9GD3G7hBzc5FU2DV.jpg,27,4,5,경상북도,김천시,127.9330717,35.9921294
누크(NOOK) 글램핑&캠핑,민간,직영,자동차야영장,강원특별자치도 홍천군 내면 내린천로 399,,0,0,,,,,0,0,0,강원도,홍천군,128.391797267562,37.8283143941053
뉴얼리글램핑,민간,직영,글램핑,충남 천안시 동남구 목천읍 서흥1길 54,"전기,무선인터넷,장작판매,온수,물놀이장,운동시설",8,8,가능,,"https://map.naver.com/p/entry/place/1922936533?c=15.00,0,0,0,dh",https://gocamping.or.kr/upload/camp/100788/thumb/thumb_720_2410wVzEgCYWjBy2CrFfvUyO.jpg,0,0,0,충청남도,천안시,127.2396896,36.8028955
뉴월드 파크골프 캠핑장,,직영,일반야영장,경상북도 고령군 개진면 치산길 35,,0,0,,,,,0,0,0,경상북도,고령군,128.421384572755,35.7233883953555
느랭이골 자연휴양림 일반야영장,민간,직영,일반야영장,전남광주통합특별시 광양시 다압면 신원리 산125,"전기,무선인터넷,온수,놀이터",0,0,불가능,1588-2704-,http://www.neuraengigol.com/gnu/camp/campCalendar.php,https://gocamping.or.kr/upload/camp/638/thumb/thumb_720_2406PGPQDeCy3l1t3aHp9hp7.jpg,0,0,0,전남광주통합특별시,광양시,127.7116755,35.0584821
느티나무 캠핑장,민간,직영,일반야영장,강원도 영월군 김삿갓면 내리계곡로 1061 ,"전기,무선인터넷,장작판매,트렘폴린,놀이터,마트.편의점",2,2,불가능,070-8064-5833,https://www.camfit.co.kr/camp/6254ee8e6421fd001e2ae678,https://gocamping.or.kr/upload/camp/640/thumb/thumb_720_0106eNVCOi3cNaPOCgpGafCK.jpg,38,0,0,강원도,영월군,128.7130461,37.0901044
느티나무야영장,민간,직영,일반야영장,경상남도 산청군 삼장면 대원사길 807,"전기,물놀이장,놀이터",3,3,가능(소형견),010-4873-7859,,https://gocamping.or.kr/upload/camp/644/thumb/thumb_720_1624qEW0x5ggOV6DOyV4osf8.jpg,8,17,0,경상남도,산청군,127.78159506968,35.3714747544215
느티포레,민간,직영,일반야영장,경기도 양주시 평화로1257번길 57 (산북동),"전기,장작판매,온수,트렘폴린,물놀이장,마트.편의점",1,0,가능,,,https://gocamping.or.kr/upload/camp/101081/thumb/thumb_720_4035yGFnPGeZns9ZI8ZAi3pe.jpg,0,0,0,경기도,양주시,127.042504399,37.8038073307626
늘 푸른 사랑농원,민간,직영,일반야영장,충북 충주시 소태면 주치길 396-20,,0,0,,,,,0,0,0,충청북도,충주시,127.859875124894,37.1366407303401
늘데이,민간,직영,일반야영장,경기 남양주시 진접읍 경복대로197번길 5-21,,0,0,,,,,0,0,0,경기도,남양주시,127.202362270202,37.7153802356655
늘편한캠핑장,민간,직영,"일반야영장,카라반",강원특별자치도 홍천군 두촌면 괘석리 421-1,"전기,무선인터넷,온수",0,0,가능,0507-1442-3005,https://evercom.campingt.me/3767/home/products,https://gocamping.or.kr/upload/camp/646/thumb/thumb_720_0164ezFGAUAvdktIRIkqjTmU.png,10,0,0,강원특별자치도,홍천군,128.104738554924,37.8631532140999
늘편한캠핑장(2),민간,직영,"일반야영장,카라반",강원특별자치도 홍천군 내촌면 황병고개길 25-1,"전기,무선인터넷,온수",0,0,가능,0507-1442-3005,https://evercom.campingt.me/3767/home/products,https://gocamping.or.kr/upload/camp/101952/thumb/thumb_720_8358yojCdZGsuXb76lX1ofN2.png,10,0,0,강원특별자치도,홍천군,128.105570053862,37.8627208105249
늘푸른 체험학교,민간,직영,"일반야영장,글램핑",경상북도 영천시 대창면 영지길 100 ,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동장,운동시설,마트.편의점",3,3,불가능,010-4152-1788,http://www.xn--9d0b43h4yg0qv71iwjbnza.com/plugin/_ypension101/status.index.php?mode=step1,https://gocamping.or.kr/upload/camp/648/thumb/thumb_720_1857URD9si7hhqXdLT21lKlW.jpg,40,0,0,경상북도,영천시,128.9198158,35.8580130
늘푸른캠핑장,민간,직영,일반야영장,경상북도 포항시 북구 송라면 중리길14 ,,0,0,불가능,010-6568-1185,http://www.camping1.co.kr/online2/ver1.php?cid=1549,https://gocamping.or.kr/upload/camp/7129/thumb/thumb_720_2869wVvpNM2UA8KTyc2ijBLL.jpg,0,0,0,경상북도,포항시,129.3361028,36.2349086
늘해랑캠핑장,민간,직영,일반야영장,충북 제천시 금성면 중포1안길 89,"물놀이장,운동시설",0,0,불가능,010-2647-4783,,,0,0,0,충청북도,제천시,128.205642,37.0626916
다그린 캠핑장,민간,직영,일반야영장,강원특별자치도 영월군 주천면 미다리길 58,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,운동시설",1,1,가능(소형견),010-5123-0156,,https://gocamping.or.kr/upload/camp/7851/thumb/thumb_720_0848csJyEQpD9d94GALE7Kzo.jpg,24,6,0,강원특별자치도,영월군,128.3265636,37.2915378
다덕약수관광지 캠핑장,민간,직영,일반야영장,경상북도 봉화군 봉성면 우곡리 500번지 ,,0,0,불가능,,,,0,0,0,경상북도,봉화군,128.828080,36.915984
다도해해상국립공원 구계등야영장,국립,직영,일반야영장,전남광주통합특별시 완도군 완도읍 구계등길 47-1,"전기,무선인터넷,온수,산책로,운동장",2,2,불가능,061-550-0900,https://res.knps.or.kr/reservation/searchSimpleCampReservation.do,https://gocamping.or.kr/upload/camp/100746/thumb/thumb_720_05131aarCwHD2milQAIn45DU.jpg,14,0,0,전남광주통합특별시,완도군,126.709241326485,34.2983647460968
다문188캠핑장,민간,직영,일반야영장,경기 양평군 용문면 예술인마을1길 79,"전기,무선인터넷,장작판매,온수,물놀이장,운동시설",3,6,가능,010-9008-0842,https://cafe.naver.com/damoon188,https://gocamping.or.kr/upload/camp/100868/thumb/thumb_720_4508KcqMDLu0pkcySW3D3u1Y.jpg,20,0,0,경기도,양평군,127.6001017,37.4707727
다솔 관광농원,지자체,직영,일반야영장,경기 연천군 미산면 청정로918번길 123,,0,0,불가능,,,,0,0,0,경기도,연천군,126.956717586087,38.0368101131399
